waveform,Trig,V_R
4/16/2021  11:35:40.452307,4.978667E+0,3.456716E-3
4/16/2021  11:35:40.452309,4.982212E+0,3.134470E-3
4/16/2021  11:35:40.452311,4.975767E+0,3.134470E-3
4/16/2021  11:35:40.452313,4.982534E+0,3.456716E-3
4/16/2021  11:35:40.452315,4.977378E+0,3.134470E-3
4/16/2021  11:35:40.452317,4.983179E+0,3.456716E-3
4/16/2021  11:35:40.452319,4.975444E+0,3.134470E-3
4/16/2021  11:35:40.452321,4.979311E+0,2.812224E-3
4/16/2021  11:35:40.452323,4.983179E+0,3.134470E-3
4/16/2021  11:35:40.452325,4.976733E+0,2.812224E-3
4/16/2021  11:35:40.452327,4.981889E+0,3.134470E-3
4/16/2021  11:35:40.452329,4.975767E+0,3.134470E-3
4/16/2021  11:35:40.452331,4.982212E+0,3.456716E-3
4/16/2021  11:35:40.452333,4.975444E+0,3.134470E-3
4/16/2021  11:35:40.452335,4.977378E+0,3.456716E-3
4/16/2021  11:35:40.452337,4.982856E+0,3.456716E-3
4/16/2021  11:35:40.452339,4.974800E+0,3.134470E-3
4/16/2021  11:35:40.452341,4.983179E+0,2.812224E-3
4/16/2021  11:35:40.452343,4.977056E+0,2.812224E-3
4/16/2021  11:35:40.452345,4.984468E+0,3.134470E-3
4/16/2021  11:35:40.452347,4.977700E+0,3.456716E-3
4/16/2021  11:35:40.452349,4.979634E+0,3.134470E-3
4/16/2021  11:35:40.452351,4.985112E+0,3.134470E-3
4/16/2021  11:35:40.452353,4.975122E+0,3.456716E-3
4/16/2021  11:35:40.452355,4.980600E+0,3.456716E-3
4/16/2021  11:35:40.452357,4.978345E+0,3.456716E-3
4/16/2021  11:35:40.452359,4.981567E+0,3.456716E-3
4/16/2021  11:35:40.452361,4.978022E+0,3.134470E-3
4/16/2021  11:35:40.452363,4.978345E+0,3.134470E-3
4/16/2021  11:35:40.452365,4.984145E+0,3.134470E-3
4/16/2021  11:35:40.452367,4.976411E+0,3.456716E-3
4/16/2021  11:35:40.452369,4.982212E+0,2.812224E-3
4/16/2021  11:35:40.452371,4.975767E+0,3.134470E-3
4/16/2021  11:35:40.452373,4.979634E+0,2.812224E-3
4/16/2021  11:35:40.452375,4.978345E+0,3.456716E-3
4/16/2021  11:35:40.452377,4.977700E+0,2.489978E-3
4/16/2021  11:35:40.452379,4.984790E+0,2.812224E-3
4/16/2021  11:35:40.452381,4.976733E+0,3.134470E-3
4/16/2021  11:35:40.452383,4.981567E+0,2.812224E-3
4/16/2021  11:35:40.452385,4.978667E+0,3.134470E-3
4/16/2021  11:35:40.452387,4.977700E+0,3.134470E-3
4/16/2021  11:35:40.452389,4.980278E+0,3.134470E-3
4/16/2021  11:35:40.452391,4.977056E+0,3.134470E-3
4/16/2021  11:35:40.452393,4.984468E+0,3.456716E-3
4/16/2021  11:35:40.452395,4.979956E+0,3.456716E-3
4/16/2021  11:35:40.452397,4.981889E+0,2.812224E-3
4/16/2021  11:35:40.452399,4.977700E+0,3.134470E-3
4/16/2021  11:35:40.452401,4.979956E+0,3.456716E-3
4/16/2021  11:35:40.452403,4.980600E+0,2.812224E-3
4/16/2021  11:35:40.452405,4.976733E+0,3.456716E-3
4/16/2021  11:35:40.452407,4.984145E+0,3.134470E-3
4/16/2021  11:35:40.452409,4.978345E+0,2.812224E-3
4/16/2021  11:35:40.452411,4.980278E+0,3.134470E-3
4/16/2021  11:35:40.452413,4.977056E+0,3.134470E-3
4/16/2021  11:35:40.452415,4.979634E+0,2.812224E-3
4/16/2021  11:35:40.452417,4.982856E+0,3.134470E-3
4/16/2021  11:35:40.452419,4.978667E+0,3.456716E-3
4/16/2021  11:35:40.452421,4.980923E+0,2.489978E-3
4/16/2021  11:35:40.452423,4.978989E+0,2.812224E-3
4/16/2021  11:35:40.452425,4.978022E+0,3.778961E-3
4/16/2021  11:35:40.452427,4.979956E+0,3.778961E-3
4/16/2021  11:35:40.452429,4.978022E+0,3.134470E-3
4/16/2021  11:35:40.452431,4.982212E+0,3.134470E-3
4/16/2021  11:35:40.452433,4.978667E+0,3.134470E-3
4/16/2021  11:35:40.452435,4.980923E+0,2.812224E-3
4/16/2021  11:35:40.452437,4.978667E+0,2.812224E-3
4/16/2021  11:35:40.452439,4.976411E+0,3.456716E-3
4/16/2021  11:35:40.452441,4.979634E+0,3.134470E-3
4/16/2021  11:35:40.452443,4.969966E+0,3.134470E-3
